Comments,URL,Actual,Predicted
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/269004_HouseInterior_6.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/160014_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/412003_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/191006_HouseInterior_6.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/344008_HouseInterior_6.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/221012_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/479011_HouseInterior_6.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/410010_HouseInterior_6.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/343012_HouseInterior_6.jpg,class4,high income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/203012_HouseInterior_6.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/404008_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/307001_HouseInterior_6.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/336003_HouseInterior_6.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/278004_HouseInterior_6.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/10009_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/513007_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/1030003_HouseInterior_6.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/364002_HouseInterior_6.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/314006_HouseInterior_6.jpg,class4,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/36011_HouseInterior_6.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/23011_HouseInterior_6.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/276011_HouseInterior_6.jpg,class3,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/89007_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/411004_HouseInterior_6.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/459011_HouseInterior_6.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/197006_HouseInterior_6.jpg,class4,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/410011_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/1008_HouseInterior_6.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/1055003_HouseInterior_6.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/246001_HouseInterior_6.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/523001_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/1060002_HouseInterior_6.jpg,class1,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/234002_HouseInterior_6.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/22014_HouseInterior_6.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/227012_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/25004_HouseInterior_6.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/245001_HouseInterior_6.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/84005_HouseInterior_6.jpg,class0,high income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/495010_HouseInterior_6.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/94014_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/387006_HouseInterior_6.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/426011_HouseInterior_6.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/495012_HouseInterior_6.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/434007_HouseInterior_6.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/149012_HouseInterior_6.jpg,class2,middle income
#  NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/78009_HouseInterior_6.jpg,class3,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/449006_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/106004_HouseInterior_6.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/24009_HouseInterior_6.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/239008_HouseInterior_6.jpg,class3,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/441007_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/19011_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/116011_HouseInterior_6.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/156006_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/67012_HouseInterior_6.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/211004_HouseInterior_6.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/387005_HouseInterior_6.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/62005_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/153009_HouseInterior_6.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/263002_HouseInterior_6.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/103004_HouseInterior_6.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/46014_HouseInterior_6.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/389003_HouseInterior_6.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/296009_HouseInterior_6.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/490009_HouseInterior_6.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/418012_HouseInterior_6.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/405007_HouseInterior_6.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/1063017_HouseInterior_6.jpg,class0,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/342002_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/384011_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/93006_HouseInterior_6.jpg,class1,high income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/307008_HouseInterior_6.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/410006_HouseInterior_6.jpg,class3,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/192012_HouseInterior_6.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/17003_HouseInterior_6.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/211002_HouseInterior_6.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/262005_HouseInterior_6.jpg,class3,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/118012_HouseInterior_6.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/430003_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/279010_HouseInterior_6.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/221011_HouseInterior_6.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/63007_HouseInterior_6.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/499005_HouseInterior_6.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/107002_HouseInterior_6.jpg,class2,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/515002_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/327005_HouseInterior_6.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/327008_HouseInterior_6.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/2004_HouseInterior_6.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/87006_HouseInterior_6.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/332010_HouseInterior_6.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/20005_HouseInterior_6.jpg,class3,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/500003_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/330008_HouseInterior_6.jpg,class4,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/364012_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/1010012_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/241004_HouseInterior_6.jpg,class0,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/301008_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/101010_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/138003_HouseInterior_6.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/501008_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/1017008_HouseInterior_6.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/308007_HouseInterior_6.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/279003_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/496012_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/140003_HouseInterior_6.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/237006_HouseInterior_6.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/399003_HouseInterior_6.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/288009_HouseInterior_6.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/220007_HouseInterior_6.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/265014_HouseInterior_6.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/451007_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/31001_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/88003_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/115001_HouseInterior_6.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/393013_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/151008_HouseInterior_6.jpg,class2,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/411009_HouseInterior_6.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/490013_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/515001_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/198007_HouseInterior_6.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/437009_HouseInterior_6.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/430007_HouseInterior_6.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/488005_HouseInterior_6.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/505009_HouseInterior_6.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/1022001_HouseInterior_6.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/46002_HouseInterior_6.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/157004_HouseInterior_6.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/114007_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/7001_HouseInterior_6.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/19008_HouseInterior_6.jpg,class2,middle income
